host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,amenities,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
within an hour,100.0,0.97,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Rice maker"", ""Wifi"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Iron"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",156.0,t,t,3.0,5.0,6.0,2.0,3,3.0,1.0,365,1.0,1125.0,19,36,64,326,39.0,3,4.84,4.96,4.91,4.93,4.93,4.84,4.74,2,2.29
within a day,98.0,0.95,f,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Clothing storage"", ""First aid kit"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""EV charger"", ""Stainless steel gas stove"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""TV with Roku"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",186.0,t,t,1.0,1.0,3.0,1.0,1,1.0,30.0,90,30.0,1125.0,30,60,90,365,0.0,0,5.0,5.0,5.0,4.88,4.96,4.98,4.92,1,1.4
within a day,98.0,0.95,f,"['email', 'phone']",t,t,Private room in condo,Private room,"[""Refrigerator"", ""Portable fans"", ""Hangers"", ""Outdoor dining area"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Indoor fireplace"", ""Lockbox"", ""Body soap"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Free dryer"", ""BBQ grill"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Washer"", ""Central heating"", ""Iron"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Exercise equipment"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen""]",139.0,t,t,1.0,3.0,2.0,1.0,1,1.0,4.0,365,4.0,1125.0,30,60,90,365,0.0,0,4.8,4.76,4.85,4.85,4.88,4.83,4.78,1,1.19
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Private entrance"", ""Portable fans"", ""Hangers"", ""Bosch refrigerator"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Garden view"", ""Wifi"", ""Safe"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""Cleaning products"", ""Extra pillows and blankets"", ""50 inch TV with standard cable"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Free residential garage on premises \u2013 2 spaces"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Clothing storage: closet"", ""Baking sheet"", ""Single level home"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Private BBQ grill: gas"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen""]",285.0,t,f,1.0,1.0,6.0,1.5,2,3.0,3.0,28,3.0,28.0,30,55,85,253,19.0,2,4.91,4.83,4.93,4.98,4.98,4.85,4.85,1,1.51
within an hour,100.0,1.0,t,"['email', 'phone', 'work_email']",t,t,Entire cottage,Entire home/apt,"[""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Private sauna"", ""Free driveway parking on premises \u2013 1 space"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Stove"", ""First aid kit"", ""Body soap"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""34 inch HDTV"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Fire pit"", ""Shower gel"", ""Dishes and silverware"", ""Central heating"", ""Backyard"", ""Dining table"", ""Coffee maker: drip coffee maker, french press"", ""Central air conditioning"", ""Mini fridge"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Clothing storage: dresser"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",159.0,t,t,1.0,3.0,3.0,1.0,1,2.0,2.0,1125,2.0,1125.0,26,47,77,344,15.6,5,4.97,4.95,4.99,4.98,4.98,4.98,4.93,1,1.8
within an hour,90.0,0.99,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Laundromat nearby"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Indoor fireplace"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Gym"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Oven"", ""Iron"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Hot tub"", ""Shampoo"", ""Kitchen""]",296.0,t,f,22.0,38.0,4.0,2.5,2,2.0,3.0,1125,5.1,1125.0,24,35,59,305,6.0,1,5.0,5.0,5.0,4.95,4.95,5.0,4.91,3,0.65
within an hour,100.0,0.98,t,"['email', 'phone']",t,t,Private room in home,Private room,"[""Children\u2019s dinnerware"", ""Luggage dropoff allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Books and reading material"", ""Wifi"", ""TV with Netflix"", ""Safe"", ""First aid kit"", ""Body soap"", ""Piano"", ""Extra pillows and blankets"", ""Keypad"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Shower gel"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Central heating"", ""Iron"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Shampoo""]",85.0,t,f,1.0,1.0,2.0,1.0,1,1.0,1.0,5,1.0,1125.0,0,0,0,127,43.0,2,4.82,4.92,4.83,4.94,4.94,4.84,4.83,1,3.6
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Luggage dropoff allowed"", ""Coffee maker: Keurig coffee machine"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""First aid kit"", ""Pets allowed"", ""55 inch HDTV with Roku"", ""Long term stays allowed"", ""Ethernet connection"", ""Ice Maker and Water Filter refrigerator"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Clothing storage: closet"", ""Baking sheet"", ""Suave conditioner"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Electric stainless steel oven"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Electric stainless steel stove"", ""Hot water"", ""Coffee"", ""Private patio or balcony"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Suave shampoo"", ""Pure Essentials Bar Soap body soap"", ""Kitchen"", ""Room-darkening shades""]",109.0,t,f,3.0,4.0,4.0,2.0,2,2.0,30.0,1125,30.0,1125.0,30,35,35,139,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.12
within an hour,100.0,0.83,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Children\u2019s dinnerware"", ""Frigidaire  stainless steel electric stove"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Frigidaire stainless steel oven"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Wifi"", ""Blender"", ""Mountain view"", ""Frigidaire refrigerator"", ""First aid kit"", ""Body soap"", ""Outdoor playground"", ""JBL Bluetooth sound system"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Crib - always at the listing"", ""Hot water kettle"", ""Bathtub"", ""43 inch TV with Amazon Prime Video, Netflix, Disney+, Roku"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",90.0,t,f,1.0,1.0,5.0,2.5,3,2.0,30.0,1125,30.0,1125.0,25,55,85,360,7.0,1,4.92,4.96,4.99,4.92,4.97,4.9,4.93,1,2.1
within an hour,100.0,0.65,f,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Coffee maker: Keurig coffee machine"", ""Hangers"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Stove"", ""Exterior security cameras on property"", ""Body soap"", ""BBQ grill: gas"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Single level home"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""55 inch HDTV with Disney+, Amazon Prime Video, Fire TV, Apple TV, Chromecast, HBO Max, Netflix, Hulu"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Indoor fireplace: electric"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",375.0,t,f,2.0,2.0,6.0,2.0,3,3.0,3.0,30,3.0,30.0,27,44,74,329,8.0,0,4.97,5.0,4.97,4.94,4.94,4.9,4.77,2,0.96
within a day,98.0,0.95,f,"['email', 'phone']",t,t,Entire guesthouse,Entire home/apt,"[""65 inch HDTV"", ""Refrigerator"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free driveway parking on premises \u2013 1 space"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""First aid kit"", ""Body soap"", ""Samsung stainless steel oven"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""Portable air conditioning"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Clothing storage: closet"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Samsung stainless steel electric stove"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen""]",133.0,t,f,2.0,3.0,2.0,1.0,1,1.0,1.0,30,1.4,1125.0,11,28,53,121,15.6,4,4.98,5.0,4.95,4.97,4.98,4.95,4.88,1,1.8
within an hour,100.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Cleaning available during stay"", ""Stove"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Clothing storage: closet"", ""Heating"", ""Baking sheet"", ""Single level home"", ""Washer"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",175.0,t,t,32.0,46.0,4.0,1.0,2,2.0,2.0,365,3.0,1125.0,16,46,76,348,15.0,1,4.93,4.98,4.91,4.96,4.94,4.91,4.85,3,1.64
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire vacation home,Entire home/apt,"[""65 inch HDTV"", ""Refrigerator"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Blender"", ""Mountain view"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Stainless steel electric stove"", ""Bluetooth sound system"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Private backyard \u2013 Not fully fenced"", ""Fire pit"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",188.0,t,t,21.0,25.0,4.0,2.5,2,2.0,2.0,1125,30.0,1125.0,0,7,37,309,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1.42
within an hour,100.0,1.0,t,"['email', 'phone']",t,f,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Stainless steel induction stove"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""Indoor fireplace"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Bluetooth sound system"", ""Hot water kettle"", ""Fire pit"", ""Essentials"", ""HDTV"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Game console: Xbox Series X"", ""Clothing storage: closet"", ""Baking sheet"", ""Private backyard \u2013 Not fully fenced"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",196.0,t,f,2.0,3.0,6.0,2.5,3,2.0,2.0,1125,2.0,1125.0,16,39,69,152,18.0,2,5.0,5.0,4.97,4.97,4.97,4.85,4.88,1,1.04
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Natural shampoo"", ""Refrigerator"", ""Natural conditioner"", ""Luggage dropoff allowed"", ""Hangers"", ""Coffee maker: drip coffee maker, espresso machine"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Everyone Soap body soap"", ""Wifi"", ""Blender"", ""Mountain view"", ""Stove"", ""Clothing storage: walk-in closet, closet, and wardrobe"", ""BBQ grill"", ""First aid kit"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""HDTV with Hulu, Amazon Prime Video, Netflix"", ""Whole house Bluetooth sound system"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Hot water kettle"", ""Barbecue utensils"", ""Bathtub"", ""Essentials"", ""Baby monitor"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Private backyard \u2013 Not fully fenced"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Fire pit"", ""Park view"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Bikes"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Keypad"", ""Kitchen"", ""Room-darkening shades""]",188.0,t,t,3.0,3.0,5.0,2.5,3,3.0,2.0,1125,13.8,1125.0,13,29,59,330,13.0,3,5.0,4.98,5.0,5.0,5.0,4.91,4.89,2,1.43
within an hour,100.0,1.0,t,"['email', 'phone', 'work_email']",t,t,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Coffee maker: Keurig coffee machine"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""BBQ grill: charcoal"", ""Outdoor dining area"", ""HDTV with Roku"", ""Stainless steel oven"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Cleaning available during stay"", ""Clothing storage: walk-in closet and closet"", ""Body soap"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Stainless steel electric stove"", ""Bathtub"", ""Essentials"", ""Free residential garage on premises \u2013 2 spaces"", ""Smart lock"", ""Private hot tub"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Bikes"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",170.0,t,f,1.0,1.0,7.0,3.0,3,3.0,30.0,365,30.0,365.0,30,60,90,286,4.0,0,4.93,4.93,4.93,5.0,5.0,4.93,4.8,1,0.48
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Books and reading material"", ""Paid parking garage on premises"", ""Wifi"", ""Blender"", ""Stove"", ""First aid kit"", ""Coffee maker"", ""Long term stays allowed"", ""BBQ grill"", ""Fire extinguisher"", ""HDTV with Amazon Prime Video, Apple TV, Netflix"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Dishwasher"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Board games"", ""Wine glasses"", ""Backyard"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen""]",450.0,t,f,1.0,1.0,6.0,2.0,3,3.0,30.0,365,30.0,365.0,29,59,89,364,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.65
within an hour,99.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Indoor fireplace"", ""Stove"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Kitchen"", ""Oven"", ""Iron"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""TV with standard cable"", ""Ethernet connection""]",104.0,t,t,6.1,8.6,5.0,2.5,3,4.0,30.0,365,30.0,1125.0,6,19,49,324,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,11,0.1
within an hour,100.0,0.97,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Wifi"", ""Blender"", ""Mountain view"", ""First aid kit"", ""Body soap"", ""TV"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Private hot tub"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Private backyard \u2013 Not fully fenced"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Fire pit"", ""Clothing storage: closet"", ""Baking sheet"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Oven"", ""Iron"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",208.0,t,f,3.0,3.0,4.0,2.5,2,2.0,2.0,1125,2.0,1125.0,2,3,3,51,14.0,0,4.91,4.95,4.95,5.0,5.0,4.91,4.86,1,0.99
within a day,98.0,0.85,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Private entrance"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Drying rack for clothing"", ""First aid kit"", ""BBQ grill: gas"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Barbecue utensils"", ""Bathtub"", ""Essentials"", ""Window AC unit"", ""Stainless steel gas stove"", ""Self check-in"", ""Dishwasher"", ""Private backyard \u2013 Not fully fenced"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Fire pit"", ""Baking sheet"", ""Single level home"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""HDTV with Netflix"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen""]",265.0,t,f,1.0,1.0,6.0,2.0,3,3.0,2.0,14,2.0,14.0,0,0,0,148,7.0,0,4.9,4.95,4.8,4.9,4.95,4.95,4.7,1,0.67
